EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
490066,8,Tímarit um uppeldi og menntun,Iceland,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
483990,8,Književna istorija,Serbia,"Literature, Interdisciplinary research in the Humanities",2
500431,8,Biblioteka Regionalisty,Poland,"Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",2
447149,8,Språk och stil: Tidskrift för svensk språkforskning,Sweden,Linguistics,1
488752,8,Revista de Estud(i)os sobre Fichte,France,Philosophy,1
476204,8,Revista Română de Biblioteconomie și Știința Informării,Romania,Library and Information Science,1
498848,8,Lex Social: Revista de Derechos Sociales,Spain,"Gender Studies, Interdisciplinary research in the Social Sciences, Law, Political Sciences and International Relations",4
498864,8,Journal of European Landscapes,Netherlands,"Archaeology, Environmental Studies, Human Geography and Urban Studies",3
468918,8,Sudhoffs Archiv,Germany,History & Philosophy of Science,1
496728,8,BSAA arte,Spain,Art and Art History,1
494173,8,Науковий часопис Академії національної безпеки,Ukraine,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
504078,8,Ophiussa – Revista do Centro de Arqueologia da Universidade de Lisboa,Portugal,Archaeology,1
476605,8,Ekfrase: Nordisk Tidsskrift for Visuell Kultur,Norway,Interdisciplinary research in the Humanities,1
493619,8,Ars Longa. Cuadernos de arte,Spain,Art and Art History,1
484037,8,Clio,Spain,"History, Pedagogical & Educational Research",2
488786,8,"Studia Universitatis Babes-Bolyai, series Iurispudentia",Romania,"Classical Studies, Interdisciplinary research in the Humanities, Law, Philosophy",4
502397,8,Мова: класичне – модерне – постмодерне,Ukraine,Linguistics,1
494302,8,"Law, Ethics and Philosophy",Spain,"Law, Philosophy",2
498529,8,Journal of Education and Humanities,Bosnia and Herzegovina,"Pedagogical & Educational Research, Interdisciplinary research in the Humanities",2
486161,8,Математика и информатика,Bulgaria,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Science and Technology Studies",3
484838,8,Lengua y migración,Spain,"Interdisciplinary research in the Humanities, Linguistics",2
481864,8,Pedagógusképzés,Hungary,Pedagogical & Educational Research,1
503352,8,Financing - NAUČNI ČASOPIS ZA EKONOMIJU,Bosnia and Herzegovina,"Business and Management, Economics",2
502351,8,"Herança - Revista de História, Património e Cultura",Portugal,History,1
485865,8,Horyzonty Polityki,Poland,"Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
486222,8,La Tribuna. Cadernos de estudos da Casa Museo Emilia Pardo Bazán,Spain,"Gender Studies, History, Interdisciplinary research in the Humanities, Literature",4
491104,7,"REVISTA DISCAPACIDAD, CLINICA Y NEUROCIENCIAS (RDCN)",Spain,"Psychology, Interdisciplinary research in the Humanities",2
491280,7,Književni jezik,Bosnia and Herzegovina,Linguistics,1
496719,7,Часопис економичних реформ,Ukraine,Economics,1
479592,7,"Portal, godišnjak Hrvatskog restauratorskog zavoda",Croatia,"Archaeology, Art and Art History, Interdisciplinary research in the Humanities",3
484428,7,Hispania Antiqua. Revista de Historia Antigua,Spain,"Archaeology, Classical Studies, History",3
496484,7,Математичне та комп'ютерне моделювання. Серія: фізико-математичні науки,Ukraine,Pedagogical & Educational Research,1
493735,7,Archivio d'Annunzio,Italy,Literature,1
494180,7,"Sinología Hispanica, China Studies Review",Spain,"Cultural Studies, Economics, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature, Media Studies and Communication, Pedagogical & Educational Research, Philosophy, Sociology",11
486827,7,Folia Toruniensia,Poland,Library and Information Science,1
493667,7,Edukacja Filozoficzna,Poland,Philosophy,1
501847,7,Kultura - Przemiany - Edukacja,Poland,"History, Sociology, Pedagogical & Educational Research, Psychology",4
482979,7,Transylvanian Review,Romania,History,1
482976,7,Studia Universitatis Babeş-Bolyai. Historia,Romania,History,1
503943,7,Journal of African Education (JAE),United Kingdom,"Library and Information Science, Linguistics, Literature, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
484752,7,Internetowy Magazyn Filozoficzny HYBRIS,Poland,"Philosophy, Interdisciplinary research in the Humanities",2
474650,7,La Perinola,Spain,Literature,1
496390,7,"Вісник післядипломної освіти: збірник наукових праць. Серія «Соціальні та поведінкові науки». Психологія, економіка, державне управління. Категорія «Б»",Ukraine,"Interdisciplinary research in the Social Sciences, Business and Management, Economics, Law, Political Sciences and International Relations, Psychology",6
484460,7,Miscelánea: A Journal of English and American Studies,Spain,"Linguistics, Literature",2
493326,7,Cuadernos de cómic,Spain,"Art and Art History, History, Cultural Studies, Linguistics, Interdisciplinary research in the Social Sciences",5
497269,7,Nordisk tidsskrift for utdanning og praksis,Norway,Pedagogical & Educational Research,1
485034,7,Forum Prawnicze,Poland,"Law, Philosophy",2
471746,7,Journalistica,Denmark,Media Studies and Communication,1
484123,7,Revista Letral,Spain,"Literature, Interdisciplinary research in the Humanities",2
471084,7,Anuario de Estudios Filologicos,Spain,"Interdisciplinary research in the Humanities, Linguistics, Literature",3
498409,7,Мультиверсум. Філософський альманах,Ukraine,"Anthropology, History & Philosophy of Science, Philosophy",3
471052,7,Philologica Canariensia,Spain,"Linguistics, Literature",2
489061,7,Panoptikum,Poland,Film and Theatre Studies,1
488998,7,Przekłady Literatur Słowiańskich,Poland,"Cultural Studies, Linguistics, Literature",3
504846,7,Političke perspektive,Croatia,Political Sciences and International Relations,1
498798,7,Мовознавство,Ukraine,Linguistics,1
502027,7,Studia historica Brunensia,Czechia,History,1
502269,7,Revista 2i: Estudos de Identidade e Intermedialidade,Portugal,"Cultural Studies, Linguistics, Interdisciplinary research in the Social Sciences",3
488760,7,GEOSPORT FOR SOCIETY,Romania,"Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
502243,7,Anali Filološkog fakulteta,Serbia,"Linguistics, Literature",2
498920,7,"Revista Internacional de Turismo, Empresa y Territorio",Spain,"Business and Management, Economics, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",4
483874,7,Yearbook of Conrad Studies,Poland,Literature,1
488566,7,"Mot, so, razo",Spain,"Art and Art History, Cultural Studies, History, Interdisciplinary research in the Humanities, Literature, Musicology, Religious Studies and Theology",7
486416,7,Forum Historiae. Časopis a portál pre históriu a príbuzné spoločenské vedy,Slovakia,History,1
504627,7,Veredas: Revista da Associação Internacional de Lusitanistas,Portugal,"Classical Studies, Gender Studies, History, Cultural Studies, Film and Theatre Studies, Political Sciences and International Relations, Sociology, Environmental Studies, Linguistics, Literature",10
486488,7,International Bibliography of Military History,Netherlands,History,1
502081,7,Review of Irish Studies in Europe,United Kingdom,"Archaeology, Art and Art History, Gender Studies, History, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Political Sciences and International Relations, Sociology, Human Geography and Urban Studies, Linguistics, Literature, Musicology, Pedagogical & Educational Research, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",17
482544,7,Principia. Pisma koncepcyjne z filozofii i socjologii teoretycznej,Poland,Philosophy,1
502617,7,Słowo. Studia językoznawcze,Poland,Linguistics,1
497350,7,Studia Theologia Catholica Latina,Romania,Religious Studies and Theology,1
482886,7,Télos. Revista Iberoamericana de Estudios Utilitaristas,Spain,Philosophy,1
490990,7,Polska Myśl Pedagogiczna,Poland,Pedagogical & Educational Research,1
496869,7,Вісник післядипломної освіти: збірник наукових праць. Серія «Педагогічні науки». Категорія «Б»,Ukraine,"Interdisciplinary research in the Humanities, Pedagogical & Educational Research",2
485866,7,Horyzonty Wychowania,Poland,"Interdisciplinary research in the Social Sciences, Linguistics, Media Studies and Communication, Pedagogical & Educational Research, Philosophy, Psychology, Sociology",7
480568,7,Anuari de Filologia. Estudis de Lingüística,Spain,Linguistics,1
483187,7,Philologia (Beograd),Serbia,Linguistics,1
499543,7,Науковий журнал «Художня культура. Актуальні проблеми»,Ukraine,"Art and Art History, Cultural Studies",2
500433,7,Przegląd Krytyczny,Poland,"Gender Studies, Cultural Studies, Media Studies and Communication, Economics, Political Sciences and International Relations, Sociology, Pedagogical & Educational Research",7
487376,7,Family Forum,Poland,"Anthropology, Psychology, Religious Studies and Theology, Sociology",4
497403,7,СОЦИОЛОШКИ ДИСКУРС,Bosnia and Herzegovina,"Anthropology, Classical Studies, Cultural Studies, Media Studies and Communication, Political Sciences and International Relations, Sociology, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",9
483170,7,Journal of Urban Ethnology,Poland,"Anthropology, Cultural Studies, History, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Religious Studies and Theology, Sociology",8
505016,7,Geografski pregled,Bosnia and Herzegovina,"Demography, Political Sciences and International Relations, Environmental Studies, Human Geography and Urban Studies, Pedagogical & Educational Research",5
500387,7,International Journal of Eurasian Linguistics,Netherlands,Linguistics,1
500521,6,Security Science Journal,Croatia,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Political Sciences and International Relations, Sociology",5
486963,6,Schulz/Forum,Poland,"Art and Art History, Interdisciplinary research in the Humanities, Literature, Philosophy",4
500383,6,Kwartalnik Naukowy Fides et Ratio,Poland,"Anthropology, Archaeology, Art and Art History, History, History & Philosophy of Science, Cultural Studies, Sociology, Literature, Pedagogical & Educational Research, Philosophy, Psychology, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",14
500700,6,Perspektywy Kultury,Poland,"Anthropology, Art and Art History, History, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Business and Management, Sociology, Literature, Musicology, Religious Studies and Theology, Interdisciplinary research in the Humanities",12
500281,6,Вісник КНУКіМ. Серія Мистецтвознавство,Ukraine,"Art and Art History, Cultural Studies, Film and Theatre Studies, Musicology",4
483054,6,Radovi zavoda za povijesne znanosti hazu u zadru,Croatia,History,1
486957,6,Komunikaty Mazursko-Warmińskie,Poland,"History, Interdisciplinary research in the Humanities, Religious Studies and Theology",3
487266,6,Studia z Dziejow Sredniowiecza,Poland,"Archaeology, History, Law, Linguistics",4
500205,6,Santander. Estudios de Patrimonio,Spain,"Anthropology, Archaeology, Art and Art History, Cultural Studies",4
500207,6,"Multidiszciplináris kihívások, sokszínű válaszok",Hungary,"Economics, Environmental Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Law, Political Sciences and International Relations, Business and Management",7
500585,6,Proceedings of the ENTRENOVA - ENTerprise REsearch InNOVAtion Conference (Online),Hungary,"Business and Management, Economics, Interdisciplinary research in the Social Sciences",3
494006,6,Педагогически алманах,Bulgaria,"Pedagogical & Educational Research, Psychology",2
503029,6,Kontradikce. Časopis pro kritické myšlení,Czechia,"Anthropology, Gender Studies, History, Cultural Studies, Sociology, Environmental Studies, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",9
480673,6,Journal of the International Arthurian Society (JIAS),Germany,"Archaeology, Art and Art History, Film and Theatre Studies, Gender Studies, History, Interdisciplinary research in the Humanities, Linguistics, Literature, Religious Studies and Theology",9
502981,6,Central European Journal of Comparative Law,Hungary,"Law, Political Sciences and International Relations",2
497120,6,"BEOIBERÍSTICA - Revista de Estudios Ibéricos, Latinoamericanos y Comparativos",Serbia,"Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",4
497148,6,Meluzyna. Dawna literatura i kultura.,Poland,"History, Cultural Studies, Literature, Interdisciplinary research in the Humanities",4
497191,6,"Педагогічні інновації: ідеї, реалії, перспективи",Ukraine,"Pedagogical & Educational Research, Philosophy, Psychology",3
490339,6,Sztuka Leczenia,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Philosophy, Psychology",4
490337,6,"Scientific Bulletin Series D : Mining, Mineral Processing, Non-Ferrous Metallurgy, Geology and Environmental Engineering - Baia Mare",Romania,"Science and Technology Studies, Environmental Studies",2
472171,6,Argumentum,Hungary,Linguistics,1
490277,6,Valoda: nozīme un forma,Latvia,"Interdisciplinary research in the Humanities, Linguistics",2
497626,6,Проблеми сучасного підручника,Ukraine,Pedagogical & Educational Research,1
497630,6,Atrio. Revista de Historia del Arte,Spain,Art and Art History,1
497769,6,Literatura Ludowa,Poland,"Anthropology, Cultural Studies, Literature, Interdisciplinary research in the Humanities",4
490013,6,Canada and Beyond: A Journal of Canadian Literary and Cultural Studies,Spain,"Gender Studies, Cultural Studies, Film and Theatre Studies, Literature, Interdisciplinary research in the Humanities",5
481543,6,Anales de la Cátedra Francisco Suárez,Spain,Philosophy,1
498002,6,HISTORIJSKI POGLEDI,Bosnia and Herzegovina,"Cultural Studies, Demography, History, Interdisciplinary research in the Humanities, Political Sciences and International Relations, Religious Studies and Theology",6
471186,6,Sintagma. Journal of Linguistics,Spain,Linguistics,1
490793,6,Didáctica Geográfica,Spain,"Human Geography and Urban Studies, Pedagogical & Educational Research",2
473386,6,LinRed. Lingüística en la Red,Spain,Linguistics,1
485529,6,Cadernos de Sociomuseologia,Portugal,"Cultural Studies, Interdisciplinary research in the Social Sciences",2
494063,6,"Góry, Literatura, Kultura",Poland,"Cultural Studies, Literature, Interdisciplinary research in the Humanities",3
484774,6,Psychologia Ekonomiczna,Poland,"Economics, Psychology",2
493709,6,Dialogoi! Theory & Praxis in Education,Greece,"Anthropology, Art and Art History, Gender Studies, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Political Sciences and International Relations, Science and Technology Studies, Sociology, Environmental Studies, Linguistics, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",15
485390,6,ΣΟΦΙΑ. Pismo Filozofów Krajów Słowiańskich,Poland,Philosophy,1
477012,6,Ask: Research and Methods,Poland,Sociology,1
493594,6,RAUDEM: Revista de Estudios de las Mujeres,Spain,Gender Studies,1
493383,6,Дерматологія та венерологія,Ukraine,Science and Technology Studies,1
490985,6,Spanish Labour Law and Employment Relations Journal (SLLERJ),Spain,Law,1
505323,6,Acta Mechatronica,Slovakia,Science and Technology Studies,1
495214,6,Studia Germanica Gedanensia,Poland,"History, Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",5
484472,6,Queeste. Tijdschrift over middeleeuwse letterkunde in de Nederlanden,Netherlands,"History, Literature",2
505249,6,"Sport i Zdravlje, Sport and Health",Bosnia and Herzegovina,"Anthropology, Sociology, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",6
491390,6,The Review of International Affairs,Serbia,"Economics, Law, Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",4
496492,6,Екологічна безпека та збалансоване ресурсокористування,Ukraine,"Science and Technology Studies, Environmental Studies",2
503494,6,Međunarodne studije,Croatia,"History, Cultural Studies, Media Studies and Communication, Business and Management, Economics, Political Sciences and International Relations, Sociology, Philosophy, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",10
504354,6,Міжнародні відносини: теоретико-практичні аспекти,Ukraine,Political Sciences and International Relations,1
491186,6,Beyond Philology,Poland,"Linguistics, Literature, Pedagogical & Educational Research",3
504665,6,China and Asia: A Journal in Historical Studies,Netherlands,History,1
448297,6,Zeitschrift für Semiotik,Germany,Linguistics,1
482162,6,Archeologické rozhledy,Czechia,Archaeology,1
488682,6,Biblioteka zhurnala «Rusin»,Moldova,"Anthropology, Archaeology, Demography, History, Linguistics, Literature, Political Sciences and International Relations",7
488550,6,Magnificat Cultura i Literatura Medievals,Spain,"Cultural Studies, History, Literature",3
499080,6,Revista Galega de Administración Pública,Spain,"Law, Political Sciences and International Relations",2
482529,6,Acta Universitatis Wratislaviensis : Neerlandica Wratislaviensia,Poland,Literature,1
481811,6,Slavia Antiqua,Poland,Archaeology,1
482903,6,Ayer,Spain,History,1
483494,6,Estudios Hispánicos,Poland,"Linguistics, Literature",2
488270,6,Annales Universitatis Paedagogicae Cracoviensis. Studia Psychologica,Poland,Psychology,1
482568,6,Portugália,Portugal,Archaeology,1
502020,6,Edukacyjna Analiza Transakcyjna,Poland,Pedagogical & Educational Research,1
487583,6,SOBRE. Prácticas artísticas y políticas de la edición,Spain,"Art and Art History, Cultural Studies",2
485079,6,Średniowiecze Polskie i Powszechne,Poland,"Archaeology, History, Interdisciplinary research in the Humanities, Literature",4
481871,6,Ethnologia Polona,Poland,Anthropology,1
489042,6,Naveg@mérica. Revista editada por la Asociación Española de Americanistas,Spain,"History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",3
448082,6,VSWG. Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte,Germany,History,1
486692,6,Zbornik Matice srpske za knjizevnost i jezik,Serbia,"Linguistics, Literature",2
483947,6,Roczniki Biblioteczne. Czasopismo poświęcone kulturze książki i komunikacji piśmiennej,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Library and Information Science, Media Studies and Communication",4
485322,5,Anglica Wratislaviensia,Poland,"Linguistics, Literature",2
503657,5,"Energeia. Online journal for linguistics, language philosophy and history of linguistics",Switzerland,"Linguistics, Philosophy",2
486656,5,Stratum plus. Archaeology and Cultural Anthropology,Moldova,"Anthropology, Archaeology, Cultural Studies, History, Interdisciplinary research in the Humanities",5
501911,5,Teologia w Polsce,Poland,"Philosophy, Religious Studies and Theology",2
501958,5,Pedagogika Przedszkolna i Wczesnoszkolna,Poland,"Economics, Pedagogical & Educational Research",2
484755,5,Rocznik Historii Prasy Polskiej,Poland,"History, Media Studies and Communication",2
485216,5,Almanach karaimski,Poland,"Cultural Studies, History, Linguistics",3
485995,5,Explorations: A Journal of Language and Literature,Poland,"Linguistics, Literature",2
502470,5,Neophilologica,Poland,Linguistics,1
486160,5,Педагогика,Bulgaria,"Linguistics, Pedagogical & Educational Research",2
502742,5,Trasvases entre la literatura y el cine,Spain,"Cultural Studies, Film and Theatre Studies, Literature",3
486164,5,Стратегии на образователната и научната политика,Bulgaria,"Film and Theatre Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Social Statistics and Informatics, Sociology",7
502872,5,Z Problematyki Prawa Pracy i Polityki Socjalnej,Poland,Law,1
486043,5,"Abriu: estudos de textualidade do Brasil, Galicia e Portugal",Spain,"Cultural Studies, Interdisciplinary research in the Humanities, Literature",3
486240,5,ICOANA CREDINȚEI,Romania,"Cultural Studies, History, History & Philosophy of Science, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Philosophy, Psychology, Religious Studies and Theology, Sociology",9
486355,5,Radovi Zavoda za znanstveni rad Varaždin,Croatia,"Archaeology, Art and Art History, Demography, History, Law, Literature, Musicology, Philosophy, Sociology",9
486880,5,Lectora: Revista de dones i textualitat,Spain,"Gender Studies, Literature",2
485968,5,"Discobolul - Jurnalul de Educatie Fizica, Sport si Kinetoterapie",Romania,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
486363,5,Radovi Zavoda za hrvatsku povijest,Croatia,"Anthropology, Archaeology, Art and Art History, History",4
502996,5,Didactica Mathematicae.,Poland,"Science and Technology Studies, Sociology, Pedagogical & Educational Research",3
503181,5,Zbornik Matice srpske za istoriju,Serbia,History,1
503241,5,Cuadernos sobre Vico,Spain,"History & Philosophy of Science, Linguistics, Philosophy",3
485760,5,Europa Orientalis. Studia z Dziejów Europy Wschodniej i Państw Bałtyckich,Poland,History,1
504355,5,Socio-Cultural Management Journal,Ukraine,Cultural Studies,1
503172,5,Convergências - Revista de Investigação e Ensino das Artes,Portugal,"Art and Art History, Media Studies and Communication, Interdisciplinary research in the Humanities",3
452326,5,Zeitschrift für ausländisches öffentliches Recht,Germany,Law,1
499923,5,Nordic Research in Music Education,Norway,"Musicology, Pedagogical & Educational Research",2
493338,5,Novi Ekonomist,Bosnia and Herzegovina,Economics,1
489556,5,Acta Fakulty filozofické Západočeské univerzity v Plzni,Czechia,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
499719,5,Zoophilologica. Polish Journal of Animal Studies,Poland,"Anthropology, Art and Art History, Classical Studies, History, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Law, Science and Technology Studies, Sociology, Environmental Studies, Linguistics, Literature, Philosophy, Psychology, Religious Studies and Theology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",18
496984,5,Resonancias. Revista de Filosofía,Spain,Interdisciplinary research in the Humanities,1
493374,5,Forum Lingwistyczne,Poland,"Interdisciplinary research in the Humanities, Linguistics, Media Studies and Communication, Pedagogical & Educational Research",4
492980,5,JOURNAL OF THE SOCIOLOGY AND THEORY OF RELIGION,Spain,"Sociology, Religious Studies and Theology",2
490692,5,Differenz,Spain,Philosophy,1
482987,5,"Codrul Cosminului. Analele ştinnţifice ale Universitatii 'Stefan cel Mare' din Suceava, Seria Istorie",Romania,"History, Interdisciplinary research in the Humanities, Political Sciences and International Relations",3
479773,5,SELIM: Journal of the Spanish Society for Medieval English Language and Literature,Spain,"Literature, Linguistics",2
493427,5,Studia Politicae Universitatis Silesiensis,Poland,"Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",2
498736,5,Dacoromania litteraria,Romania,"Cultural Studies, Literature, Interdisciplinary research in the Humanities",3
499949,5,Культура і мистецтво у сучасному світі,Ukraine,"Art and Art History, Cultural Studies, Film and Theatre Studies",3
493443,5,ES Review. Spanish Journal of English Studies,Spain,"Cultural Studies, Linguistics, Literature",3
482997,5,Edukacja dorosłych,Poland,"Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research",2
482414,5,Senjski zbornik,Croatia,Art and Art History,1
499304,5,"UKRAINIAN CULTURE: THE PAST, MODERN WAYS OF DEVELOPMENT Branch: Culturology",Ukraine,"Art and Art History, Cultural Studies",2
505161,5,"Journal of Traditional Building, Architecture and Urbanism",Spain,Art and Art History,1
487442,5,Ekonomické Rozhľady,Slovakia,Economics,1
493010,5,Marketing Science and Inspirations,Slovakia,Business and Management,1
487289,5,Linguística : Revista de Estudos Linguísticos da Universidade do Porto,Portugal,Linguistics,1
484882,5,ACTA VSFS,Czechia,Economics,1
495033,5,Relectiones. Revista Interdisciplinar de Filosofía y Humanidades,Spain,"Philosophy, Interdisciplinary research in the Humanities",2
505325,5,Acta Simulatio,Slovakia,Science and Technology Studies,1
495023,5,Journal of the University of Latvia,Latvia,Law,1
477803,5,Journal of Women's Entrepreneurship and Education,Serbia,"Business and Management, Economics",2
496707,5,Studia Polsko-Ukraińskie,Poland,"History, Literature, Philosophy, Interdisciplinary research in the Humanities",4
482539,5,Svět literatury: Časopis pro novodobé literautury,Czechia,Literature,1
488334,5,Illes i Imperis,Spain,"History, Interdisciplinary research in the Social Sciences",2
498363,5,Przegląd Konstytucyjny,Poland,Law,1
494913,5,"Baltic Journal of English Language, Literature and Culture",Latvia,Interdisciplinary research in the Humanities,1
488339,5,Procedia of Economics and Business Administration,Romania,"Business and Management, Gender Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Pedagogical & Educational Research, Political Sciences and International Relations, Science and Technology Studies, Social Statistics and Informatics, Sociology",9
505316,5,Public Policy and Accounting,Ukraine,"Business and Management, Political Sciences and International Relations",2
499188,5,Catallaxy,Poland,"Business and Management, Economics",2
487802,5,СТОРІНКИ ІСТОРІЇ,Ukraine,History,1
493299,5,Siglo XXI. Literatura y Cultura Españolas,Spain,Literature,1
482023,5,Studia Histórica. Historia Contemporánea,Spain,History,1
496961,5,PHILOLOGIA MEDIANA,Serbia,"Linguistics, Literature, Pedagogical & Educational Research",3
505257,5,Itinerarios de Trabajo Social,Spain,"Sociology, Psychology",2
488245,5,"Philologist – journal of language, literary and cultural studies",Bosnia and Herzegovina,"Cultural Studies, Linguistics, Literature",3
493812,5,ARTis ON,Portugal,"Art and Art History, History, Interdisciplinary research in the Humanities",3
497333,5,Revista Digital Guerra Colonial,Spain,History,1
490393,5,Studia Rossica Gedanensia,Poland,"History, Cultural Studies, Linguistics, Literature, Interdisciplinary research in the Humanities",5
483142,5,Acta historiae artis Slovenica,Slovenia,Art and Art History,1
488496,5,Komunikacija i kultura online,Serbia,"Cultural Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Literature, Media Studies and Communication",6
484859,5,Quiroga. Revista de Patrimonio Iberoamericano,Spain,"Art and Art History, Cultural Studies",2
491254,5,Logos Universality Mentality Education Novelty. Section: Philosophy & Humanistic Sciences,Romania,"Art and Art History, History, History & Philosophy of Science, Linguistics, Literature, Philosophy, Interdisciplinary research in the Humanities",7
479108,5,"International Journal of Management, Knowledge and Learning",Slovenia,Business and Management,1
504781,5,Journal of Neuroeducation,Spain,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
500428,5,Studia Administracyjne,Poland,Law,1
493908,5,Miscellanea Posttotalitariana Wratislaviensia,Poland,"History, Linguistics, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",4
482221,5,Povijesni prilozi,Croatia,History,1
483055,5,Folia onomastica Croatica,Croatia,Linguistics,1
481646,5,Pamatky archeologicke,Czechia,Archaeology,1
483064,5,Slovenská archeológia,Slovakia,Archaeology,1
494025,5,Literatura i Kultura Popularna,Poland,"Media Studies and Communication, Literature",2
468746,5,Filologija,Croatia,Linguistics,1
494224,5,Cadmo - Revista de História Antiga,Portugal,"Archaeology, Classical Studies, History, Linguistics",4
482215,5,Foreign languages,Croatia,Linguistics,1
490493,5,Новая русистика,Czechia,"Cultural Studies, Linguistics, Literature",3
500540,5,Pro Edu. International Journal of Educational Sciences,Romania,"Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",2
485770,4,Miscelánea de Estudios Árabes y Hebraicos. Sección Árabe-Islam,Spain,"Interdisciplinary research in the Humanities, Religious Studies and Theology",2
502352,4,J2 - Jornal Jurídico,Portugal,Law,1
496721,4,Analele Universitatii din Oradea. Stiinte Economice,Romania,"Business and Management, Economics, Law, Political Sciences and International Relations, Sociology, Social Statistics and Informatics, Linguistics, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",9
485716,4,Studia Wyborcze,Poland,"Law, Political Sciences and International Relations",2
441283,4,Humanistica Lovaniensia. Journal of Neo-Latin Studies,Belgium,"Interdisciplinary research in the Humanities, Linguistics, Literature",3
473736,4,Prilozi Instituta za Arheologiju u Zagrebu,Croatia,Archaeology,1
486171,4,Załącznik Kulturoznawczy,Poland,Cultural Studies,1
491252,4,Logos Universality Mentality Education Novelty. Section: Political Sciences & European Studies,Romania,"Media Studies and Communication, Political Sciences and International Relations",2
488811,4,Acta Historiae Medicinae Stomatologiae Pharmaciae Medicinae Veterinariae,Serbia,"History, History & Philosophy of Science, Human Geography and Urban Studies, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",5
483910,4,European Journal of Interdisciplinary Studies,Romania,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
491140,4,Laocoonte. Revista de Estética y Teoría de las Artes,Spain,"Art and Art History, Cultural Studies, Media Studies and Communication, Film and Theatre Studies, Philosophy, Interdisciplinary research in the Humanities",6
504356,4,Український інформаційний простір,Ukraine,"Library and Information Science, Media Studies and Communication",2
486271,4,PedActa,Romania,Pedagogical & Educational Research,1
498812,4,Wieki Stare i Nowe,Poland,History,1
502272,4,Huarte de San Juan. Geografía e Historia,Spain,History,1
482042,4,Temps d'Educació,Spain,Pedagogical & Educational Research,1
488775,4,Anales de Filología Francesa,Spain,"Linguistics, Literature",2
489665,4,Zarządzanie Finansami i Rachunkowość,Poland,"Business and Management, Economics",2
497102,4,Cuadernos de Geografía de la Universitat de València,Spain,"Environmental Studies, Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",3
502957,4,Наша школа: часопис за теорију и праксу васпитања и образовања,Bosnia and Herzegovina,Pedagogical & Educational Research,1
