OC_omid,issn,EP_id,Publications_in_venue,Open Access
65041613,"['1849-1723', '1848-1299']",497215,32,Unknown
6901889901,"['2313-8769', '2309-9127']",494812,32,True
61201690195,['2414-6633'],493724,32,True
62602765988,"['1815-5839', '0080-3790']",481805,32,Unknown
61701074170,"['2391-5838', '1506-3615']",486790,32,True
6502307498,['2353-2912'],502145,32,True
61401882741,['1138-7319'],482918,32,Unknown
6502240422,"['2683-4693', '2683-572X']",505166,32,True
62501577235,['1803-8220'],486149,32,True
6601568463,"['2530-3562', '1130-5517']",482876,32,Unknown
6901277925,"['2084-0497', '2451-2249']",490085,32,True
61501854838,"['2254-6219', '0021-325X']",488767,32,Unknown
61601481957,"['2341-0531', '2387-0346']",486276,32,True
61201567413,['1231-2037'],497938,32,Unknown
61602025431,"['1855-8453', '2350-4269']",485338,32,True
6802549154,"['2353-8929', '2449-9757']",497954,32,Unknown
61202202451,['2084-1213'],486033,32,Unknown
6601851927,['1988-5911'],485938,32,True
6202871397,['2171-6315'],480105,32,True
6402521474,"['2719-4345', '0079-7189']",498514,32,True
61301087647,"['2212-5892', '2212-5884']",483611,32,True
6402313597,['2014-9018'],485837,32,Unknown
62302420590,"['2312-1548', '2312-8801']",488395,32,Unknown
63901421,"['2543-7046', '2544-0845']",498513,32,Unknown
62501394256,"['2173-6839', '1699-3225']",483619,32,Unknown
62401901127,['2255-3401'],488017,32,True
6140632160,"['1986-6038', '1986-602X']",488426,32,Unknown
625040112,"['2545-1324', '2543-618X']",496943,32,Unknown
62101591313,"['2519-4216', '2519-4313']",505285,32,Unknown
61702017214,"['2538-8754', '2351-6097']",498666,32,True
626050002,"['1331-3010', '1848-7734']",483059,31,True
61702101744,['1824-5226'],483442,31,True
660685444,"['2452-2007', '2452-2015']",498377,31,Unknown
61501854950,['2254-6529'],489561,31,True
63039786,"['0212-8365', '2253-900X']",482017,31,True
62301989346,['2014-3567'],483905,31,True
6602451621,['2341-3778'],494660,31,Unknown
62501905918,"['2450-5366', '2450-5358']",496549,31,True
62201974935,['2392-2435'],481819,31,True
6301096220,"['0032-8472', '2530-5824']",481653,31,Unknown
61501902742,['1138-9877'],486610,31,True
62401927819,"['1136-5536', '2530-9900']",500682,31,True
62201627175,['2068-2956'],480474,31,True
61602025496,"['2350-4803', '1855-4431']",484584,31,True
62301243896,['2002-0104'],484639,31,True
61501265896,"['2254-2728', '2174-0992']",487722,31,True
612052997,"['0081-6841', '2450-8179']",485712,31,Unknown
61501828946,['2218-2926'],491014,31,True
6102208635,"['1581-6311', '1854-6935']",468701,31,True
6240284397,"['2523-4749', '2523-4463']",504658,31,True
6102400077,['2682-972X'],502378,31,True
61102395411,"['2335-2337', '2424-5488']",488686,31,True
62201974985,"['2392-2656', '2081-3767']",487024,31,True
62602121654,"['2590-3268', '2542-6583']",495347,31,Unknown
61802092778,"['2214-7705', '0169-3379']",484431,31,True
6501678269,['2336-680X'],494053,31,True
61901590363,['2669-0535'],501841,31,True
6402464862,"['1642-168X', '2545-3866']",496825,31,True
61801464156,['2270-6909'],504610,30,Unknown
62401901322,['2255-4505'],485571,30,True
616049115,"['2544-2554', '2451-1986']",493453,30,Unknown
6802585614,['2514-1708'],504671,30,True
621047601,['2254-7290'],485286,30,True
61201505665,['2729-7640'],504322,30,True
62201969518,"['2603-9443', '2387-0907']",495022,30,Unknown
6503031096,['2299-4106'],485569,30,Unknown
6103234296,['2173-1950'],485918,30,Unknown
61301438391,"['0867-8898', '2300-6420']",486307,30,Unknown
6210251366,"['2076-1333', '2312-1130']",490427,30,True
62401898766,['2414-9942'],491161,30,True
61302107001,"['2543-9421', '2544-1221']",496671,30,True
6101705977,['2392-1943'],505358,30,Unknown
62401112010,"['2657-9332', '2081-6081']",497500,30,True
61102144129,['0137-9585'],484157,30,Unknown
615050879,['2171-9098'],487375,30,Unknown
6702753442,['1731-3317'],480093,30,Unknown
6170802121,"['2666-0393', '2666-0385']",496656,30,True
61402695752,['2173-478X'],483718,30,Unknown
61501644815,"['2312-1866', '2313-2345']",488396,30,Unknown
61502455931,"['2051-9672', '2051-9680']",480626,30,Unknown
6402776754,"['2052-417X', '2052-4188']",480609,30,Unknown
61102144065,['0137-7264'],496849,30,Unknown
62301791802,"['0332-205X', '2565-6325']",482180,30,True
61703465626,['1988-8996'],499575,30,True
6502357905,"['1588-1210', '0025-0228']",481618,30,Unknown
61702092085,"['0078-4648', '2658-2783']",486583,30,True
617031822,"['1582-5418', '2065-9482']",490147,30,Unknown
62301243865,['2001-967X'],496651,30,True
6401822535,['2350-3637'],487584,30,True
62301243883,"['2001-9866', '1652-4772']",471316,30,True
61201709945,"['1579-9794', '2445-4559']",498756,30,Unknown
61701779626,"['2248-1354', '2668-9219']",498832,29,True
61302659306,"['2720-7056', '1644-0412']",503889,29,Unknown
6103492497,"['1589-3413', '2415-9883']",485925,29,True
61601638675,"['2183-1718', '0871-1569']",441290,29,True
6101743284,['2084-1426'],484968,29,Unknown
61701074189,"['2083-8018', '2391-6559']",485415,29,True
649041188,['2452-3666'],498792,29,True
61501265812,['2254-0644'],490602,29,True
61802010233,['1647-3337'],493258,29,Unknown
62101628161,"['1895-9075', '2544-5685']",486871,29,True
61802009999,"['2663-3655', '2663-3663']",498665,29,True
61701074224,"['2391-6575', '1428-5673']",486839,29,Unknown
6301096247,['2530-6014'],498839,29,True
62301977438,"['2174-1859', '2444-3239']",488867,29,True
61703071315,"['1972-5752', '1590-7031']",492960,29,Unknown
649041208,"['2453-7659', '2453-9325']",499955,29,True
62601843481,"['1854-4223', '1854-4231']",473411,29,Unknown
6903158673,['0774-2827'],484466,29,Unknown
61401569395,"['2014-4865', '2014-4806']",479009,29,True
6603102846,"['0075-4161', '2052-6512']",488186,29,Unknown
61201656144,['2703-7045'],498574,29,True
6401658537,"['1734-2031', '2391-789X']",488292,29,True
6101322367,['0524-4544'],493998,29,Unknown
61901086216,"['2213-4603', '2213-459X']",479832,29,Unknown
61601682051,"['0213-1781', '1989-4627']",473653,29,True
61601682129,['1989-5097'],503784,29,True
62501905909,['2450-5188'],488476,29,Unknown
62401234691,"['2080-1335', '2720-0841']",503833,29,Unknown
6902194204,['2353-9593'],502026,29,Unknown
6210874327,"['1802-548X', '1805-482X']",492920,29,True
6502240457,"['2683-6106', '2683-6114']",504790,28,Unknown
6103234284,['2173-1276'],487721,28,True
650737451,['1825-411X'],474179,28,True
6502307343,"['2353-0901', '1733-0319']",496646,28,True
6602189640,"['0035-6220', '2785-0773']",477706,28,Unknown
63035624,"['1576-5059', '2253-8283']",484114,28,True
62301926837,['2003-0401'],498329,28,True
6602371412,"['2341-0841', '1889-7045']",493703,28,Unknown
62501914758,"['1224-8738', '2065-9636']",486385,28,True
61501855003,['2254-7053'],486781,28,Unknown
6501654177,"['2340-146X', '1130-2968']",496887,28,True
6302310791,"['2336-808X', '2336-3452']",485688,28,Unknown
61401926453,"['2232-8211', '2232-822X']",488425,28,True
62601924192,['1857-9833'],487067,28,True
6302623707,"['2406-1654', '2217-9666']",485978,28,True
6802549186,"['2300-4681', '2353-8953']",485527,28,Unknown
62601574208,['0137-1150'],493909,28,Unknown
643034811,"['2449-870X', '2082-6184']",485200,28,True
61502009613,['1989-3663'],486010,28,Unknown
62202204292,"['1507-4285', '2449-6138']",493683,28,Unknown
61102241851,"['1654-5443', '2001-1377']",475684,28,Unknown
6902063135,"['2658-1922', '1731-8297']",484876,28,True
6501237559,"['1697-3798', '1697-4328']",485833,28,True
61102771192,['0081-6485'],501997,28,Unknown
6201613490,"['2530-4275', '2603-6002']",494615,28,True
61701074253,"['2391-6702', '0867-8294']",487659,28,True
62301776450,['2534-9260'],502458,28,True
62102152682,['2241-8407'],487194,28,Unknown
61501265107,"['1137-2427', '2254-2043']",472269,28,True
6601703822,['2386-5776'],490725,28,True
61201953191,['2386-7620'],488593,28,Unknown
66045561,['2617-0159'],502055,27,Unknown
6101516479,"['1224-0869', '2065-9474']",494634,27,Unknown
6801830741,['1584-1855'],489007,27,Unknown
62201975114,['2392-3083'],489346,27,Unknown
62501394202,"['2173-6111', '0066-5215']",481744,27,Unknown
6702205337,['2668-7542'],502070,27,True
61702084090,['2184-6006'],477512,27,True
61301406793,['1212-9097'],489506,27,True
62102082775,['2515-8279'],504673,27,True
6103150439,['1425-3534'],486895,27,Unknown
6201632968,['2241-7206'],493712,27,Unknown
64062309,['1312-286X'],492955,27,Unknown
6701094799,['2299-7237'],496863,27,Unknown
6302314366,"['2450-0100', '1506-9729']",474184,27,Unknown
610196962,"['1868-9418', '1431-5041']",483173,27,Unknown
639035845,"['2449-8394', '2391-8551']",496665,27,Unknown
6101628917,"['2585-8947', '2585-8955']",493615,27,True
62101688866,['1370-7477'],478947,27,Unknown
6601824756,['2616-9983'],499332,27,Unknown
6101680803,"['2295-3493', '2507-0363']",485655,27,Unknown
6802313104,['2462-2737'],493846,27,True
61401481823,"['0108-1993', '1904-8181']",340685,27,Unknown
6401496808,['2340-8561'],484029,27,True
6101786762,"['2657-506X', '1231-1960']",482999,27,Unknown
61301115349,"['2665-9336', '2665-9344']",503548,27,Unknown
62501905684,"['0239-4278', '2450-3177']",487511,27,Unknown
62201379968,['0009-0794'],481545,27,Unknown
6202312525,['0137-5725'],483954,27,Unknown
62301977367,['2444-1538'],488755,27,True
620190828,['1869-0122'],490098,27,Unknown
63071947,['1647-2144'],487280,26,Unknown
62201887280,"['1857-8616', '1409-9268']",493507,26,True
6801060236,['2457-8827'],487592,26,True
62102569569,"['0003-2573', '2182-2999']",487446,26,True
62202379341,"['0001-6438', '1600-0439']",340265,26,Unknown
6201665290,"['2719-4841', '0001-5229']",481502,26,Unknown
61401202333,['2397-0820'],503206,26,True
6401822551,"['0567-784X', '2350-417X']",451154,26,True
6101096258,['2543-1587'],496783,26,True
6601705179,"['0323-1844', '2570-9429']",486165,26,True
6140632236,"['1986-681X', '2637-2185']",498057,26,Unknown
61039583,"['1844-5292', '1018-0389']",503228,26,Unknown
61502082411,['2399-7435'],503327,26,True
6250543088,['2399-6714'],497083,26,True
61301996801,['2516-2888'],498968,26,True
620774962,"['2043-1023', '2043-1015']",486951,26,Unknown
6302194097,"['1855-7171', '2232-2639']",484827,26,Unknown
670543319,"['2354-0389', '2084-2937']",486131,26,Unknown
6301640019,['1822-525X'],488600,26,True
6202335863,['0239-9415'],483974,26,Unknown
61401938057,"['2386-8864', '1136-2464']",486058,26,True
6102192395,"['1972-523X', '1127-0195']",465839,26,Unknown
61101943118,"['0353-0329', '2463-7807']",482226,26,Unknown
62601604391,['1804-2406'],486244,26,Unknown
6202311104,['2336-2022'],483704,26,Unknown
6603299384,"['1384-5829', '2352-118X']",483117,26,Unknown
6402335712,"['2083-3156', '2543-9847']",485348,26,Unknown
62601929542,"['2663-6956', '2227-6246']",485572,26,True
640417667,['2054-2232'],485585,26,Unknown
690244421,['2445-0928'],482001,26,Unknown
6702569757,"['0860-0295', '2083-8476']",485620,26,Unknown
62501905731,"['0137-4699', '2450-4580']",485633,26,Unknown
61501476766,['1576-3420'],487101,26,True
6302570054,['2593-0265'],491291,26,True
6903158844,['0774-5524'],470437,25,Unknown
61801944358,"['2664-066X', '2664-0678']",498524,25,Unknown
61901086110,"['2213-4484', '2213-4476']",486541,25,Unknown
61401901372,['0872-3419'],484007,25,True
62501751412,['0208-533X'],481973,25,True
616058739,"['1895-5088', '2391-5129']",501901,25,Unknown
6101786670,"['2657-4004', '0079-7138']",481799,25,True
61801630375,"['2079-7567', '2183-4105']",488664,25,True
62301776468,"['2535-0145', '2534-9597']",498356,25,True
6230982989,"['2281-1559', '0035-6190']",489601,25,Unknown
6602156077,"['2341-3018', '2253-6337']",486368,25,True
6101743524,"['2084-3909', '1897-3426']",486190,25,True
62501414712,['2708-3098'],505222,25,Unknown
670920673,"['1577-239X', '2255-5986']",473945,25,Unknown
61202140590,['2453-675X'],500460,25,True
62601930926,"['0035-9599', '2545-3173']",494246,25,True
61401719803,"['2059-0660', '2059-0679']",499239,25,Unknown
6301096197,['2530-5115'],496606,25,True
6220774369,['1875-7103'],484445,25,True
6802549066,"['2353-8694', '2719-4361']",503503,25,True
640146757,['1891-5108'],475854,25,Unknown
6250394666,['2301-2609'],504308,25,Unknown
61902009111,['1647-7251'],493377,25,True
61401880410,"['2344-5645', '1453-0201']",494016,25,Unknown
6502603957,['2359-8107'],485933,25,Unknown
6501066576,['2413-7979'],491063,25,Unknown
61701997865,"['2412-2475', '2311-2433']",496901,25,Unknown
6140728911,['2631-9179'],499180,25,True
6210227190,"['2051-4549', '2051-4530']",484907,25,Unknown
6202802928,"['2391-6834', '0867-8308']",485924,25,Unknown
62501950402,['0239-3271'],499108,24,Unknown
624049798,"['1899-4601', '2449-9005']",502022,24,Unknown
61102395316,"['2424-4422', '2424-3477']",498651,24,True
61701712638,['1648-8776'],502059,24,True
61701947875,['2522-1566'],499089,24,True
619045264,"['1512-858X', '2232-738X']",497117,24,True
61501949705,['2535-8219'],498211,24,True
62401927623,['2530-6847'],496949,24,Unknown
6801464507,"['2307-4329', '2708-3918']",499359,24,Unknown
6502392278,"['2544-8730', '1897-0788']",496864,24,Unknown
61201731231,"['2058-9050', '2754-9941']",503162,24,Unknown
61801630390,"['2183-4172', '2635-2648']",503497,24,True
61102131419,"['1821-4827', '1821-3138']",501794,24,Unknown
61202049328,"['0236-1477', '2707-0557']",496805,24,Unknown
68040837,"['2082-7806', '2543-408X']",499202,24,Unknown
61802629276,"['2405-5069', '2405-5050']",493808,24,Unknown
6802371045,['2566-7742'],493204,24,Unknown
61801860427,['0771-5420'],484481,24,Unknown
62601649555,"['1695-8403', '2254-7592']",487196,24,True
61601274448,"['0323-1119', '2570-9127']",482161,24,Unknown
6702753458,['1731-450X'],483404,24,Unknown
6170194919,['0170-5792'],481466,24,Unknown
61401569291,"['0212-0372', '2014-3885']",482009,24,True
62501127435,['1805-7225'],487561,24,Unknown
6602371614,"['2391-7903', '2084-7963']",486863,24,True
61401378408,"['1848-9532', '1330-3627']",481003,24,True
61602025240,['2285-388X'],493663,24,Unknown
61701936886,"['1972-5485', '1971-7105']",476972,24,Unknown
6501681940,"['1846-3606', '1849-0018']",487075,24,Unknown
61201658543,['2174-548X'],477679,24,True
62301776457,"['2534-952X', '2534-9538']",493294,24,True
61401569590,['2014-7910'],481309,24,True
624049795,"['2392-1617', '1899-315X']",486875,24,True
6601357961,"['2047-7058', '2047-704X']",485194,24,Unknown
6102263773,['2313-4895'],491159,24,True
61501123418,['1582-3458'],484191,24,True
62301255569,"['2719-7522', '2084-0578']",485306,24,True
6201730668,"['0137-2432', '2084-4077']",486109,24,True
61401481700,['1904-5352'],478879,24,True
618068863,"['2214-8965', '1386-5870']",483122,24,Unknown
6602215463,"['0213-2214', '2660-714X']",487322,23,True
61401081225,"['1848-1035', '1848-4956']",488942,23,True
61902009102,['1647-712X'],494981,23,Unknown
61501642703,"['1137-8905', '2660-891X']",482916,23,True
62401233195,"['0348-1646', '2343-4929']",341079,23,True
6901431501,['2353-5164'],488037,23,Unknown
690957266,['2313-7525'],487012,23,Unknown
6902230744,['2244-9140'],479099,23,Unknown
62202054093,['2339-9341'],505239,23,Unknown
62101085378,"['2620-181X', '1451-2203']",494952,23,True
61901436683,"['1339-9055', '1339-8660']",488191,23,True
6801829644,"['1584-0409', '2344-441X']",493270,23,True
6401624987,"['2543-733X', '2451-4993']",491043,23,Unknown
62302236613,"['0210-7287', '2445-2262']",498410,23,True
61401569450,['2014-5748'],486643,23,True
6802549087,"['1898-5203', '2353-8813']",485027,23,Unknown
62501820268,"['0029-8514', '2450-8349']",481639,23,Unknown
62201974915,['2392-2419'],486978,23,True
6801769310,['2300-2875'],496787,23,Unknown
61202087717,['2059-6588'],490894,23,Unknown
62301771970,['1019-8288'],482742,23,Unknown
660927122,['2038-1026'],486377,23,True
6110240057,"['2632-6779', '2633-6898']",501760,23,True
61401569156,['2014-8100'],488313,23,True
62501250224,"['1582-327X', '2344-4460']",503623,23,True
6602405676,['1578-6676'],483282,23,True
62202120420,"['1133-7613', '1988-2521']",439630,23,Unknown
62401072484,"['1336-9148', '2453-7845']",489503,23,Unknown
61501815946,"['2172-7929', '2172-7910']",498751,23,True
6101422100,"['2174-0690', '1132-9947']",485444,23,Unknown
61501854070,"['1139-7608', '2254-6413']",486200,23,True
61301966484,"['1392-4095', '2351-6526']",488138,23,True
61101312421,['2658-1310'],486860,23,Unknown
61301472367,['2521-1234'],497635,22,True
610795902,"['1814-2036', '1025-6555']",482748,22,Unknown
62601927625,"['0033-2356', '2450-9361']",485707,22,Unknown
61401459209,['1575-9563'],473952,22,True
62071058,['1646-7752'],503409,22,True
6301488478,['2340-6585'],487675,22,Unknown
61402020104,['1783-8363'],484223,22,Unknown
61501265822,['2254-0709'],496408,22,True
62601666560,"['2664-3332', '2617-6696']",503531,22,Unknown
61802437633,"['2413-8762', '2227-183X']",487889,22,Unknown
61201159754,"['1133-4762', '2659-3254']",496885,22,Unknown
644025324,"['0350-2058', '1849-1154']",485631,22,True
6170566281,['1443-0770'],497090,22,Unknown
6302249981,['2588-0578'],494984,22,Unknown
61601150361,['0967-8948'],484653,22,Unknown
61901666530,"['2084-3011', '2450-2731']",481272,22,Unknown
626063165,"['2084-3852', '0239-9989']",468476,22,Unknown
6501681963,"['1849-0131', '1845-6839']",470753,22,Unknown
6402162144,['2506-6587'],489246,22,True
6602451608,['2340-8960'],488800,22,True
61201953097,"['2386-7159', '0214-8188']",486857,22,True
61202753856,['0081-7147'],481820,22,Unknown
6803022635,['2386-5458'],486815,22,True
62102066615,['2637-1898'],504019,22,True
6101086864,['1989-7103'],483902,22,True
61101220172,"['2285-6773', '1453-5068']",499166,22,True
62201131727,"['2080-9476', '2544-0519']",486480,22,Unknown
6902194216,"['2353-9623', '1731-8025']",487277,21,True
6401625128,['2543-8379'],491264,21,Unknown
61801793733,['1695-288X'],474022,21,True
61101801577,"['2611-7207', '2611-7193']",497122,21,True
6302570045,"['2592-8651', '2592-8643']",501717,21,Unknown
6102143573,"['2738-1072', '2738-1064']",504200,21,True
62401450314,['2620-2662'],500628,21,Unknown
6901571043,"['2498-6275', '2786-0736']",503473,21,True
6170820605,['1130-5738'],495144,21,Unknown
62036000,"['1898-2166', '2720-6734']",485774,21,Unknown
61602025185,"['2285-2204', '2285-3499']",491581,21,True
6401496793,['2340-8464'],485810,21,Unknown
6602156113,['2341-3255'],495353,21,True
6101786735,"['2657-487X', '2084-8099']",491011,21,True
61601640045,['2183-1750'],486673,21,True
61701903155,['2081-8971'],487056,21,Unknown
6901250146,"['2544-3143', '1898-4215']",496940,21,Unknown
6401416882,"['2683-4898', '1821-0686']",500473,21,True
6501486391,['1640-1808'],485096,21,Unknown
6801819832,"['2449-5360', '1642-2473']",484773,21,Unknown
6101743391,"['2084-2589', '0137-2904']",478910,21,Unknown
610826735,['2084-4409'],502549,21,Unknown
61602220244,"['1894-8421', '2387-6743']",490106,21,True
6130840063,"['1337-6748', '2454-0005']",489838,21,Unknown
6220236247,"['0046-385X', '2585-7061']",440655,21,True
6803132855,"['2335-8769', '1822-4555', '1392-0588']",477533,21,Unknown
61801975914,"['2415-3605', '2311-6382']",490047,21,True
62301977352,"['2444-1449', '1135-416X']",488109,21,True
62101254721,"['2545-0999', '2543-8832']",496828,20,True
62201875052,"['2385-1635', '2420-823X']",493758,20,True
61401424740,['2300-7249'],486079,20,Unknown
68042224,"['2719-6542', '0066-5924']",481745,20,True
6901277945,"['0209-3472', '2451-2273']",483962,20,Unknown
62601985706,"['2544-1450', '2543-5485']",492757,20,True
6502417040,"['0076-1435', '2719-8057']",481783,20,Unknown
62201473583,['2450-6605'],498936,20,True
62071195,['1647-0818'],475351,20,True
61801664081,"['2083-9782', '2450-0976']",486853,20,True
6301324956,"['0340-9767', '1865-7249']",483984,20,Unknown
639035857,"['2392-0343', '2449-8483']",488402,20,True
61402422378,['0552-2153'],498025,20,Unknown
6802334003,"['2699-5506', '1619-5515']",476610,20,Unknown
61803113275,"['2592-818X', '1022-8012']",503388,20,True
6602215397,"['0214-0284', '2660-6070']",501722,20,True
61201786081,"['1698-7861', '2605-4507']",475039,20,True
62301605478,['1896-9038'],490512,20,True
61801664054,"['2450-0844', '1427-549X']",490502,20,Unknown
61501878533,"['1286-1715', '2649-8529']",446933,20,Unknown
6190746684,['2724-3923'],503739,20,True
62201854663,['2225-6555'],488892,20,True
6301096286,['2530-6472'],481995,20,True
61401992645,"['2659-8574', '2659-5354']",497324,20,True
6302314376,['2450-3118'],488933,20,True
62601932096,['2064-4574'],502910,20,True
660789207,['1336-9202'],498512,20,True
61401699515,['2531-1786'],494229,20,True
61903322686,"['0025-8431', '1611-4477']",340360,20,Unknown
61401050899,['2695-0936'],497393,20,Unknown
67047905,"['2637-2037', '2744-1555']",505116,20,True
65072834,"['2589-1715', '2589-1707']",494899,20,Unknown
61501696953,"['2585-8661', '1338-7219']",487534,20,Unknown
625038608,"['1846-4580', '1848-2503']",499294,20,Unknown
6701094818,['2299-7806'],485629,20,Unknown
61401081312,"['1846-4599', '1848-2511']",499296,20,Unknown
619054571,"['0214-6118', '2386-2300']",493178,20,Unknown
6502179042,"['2444-7072', '0213-3563']",490727,20,True
61701910319,"['2719-4337', '1230-0780']",490711,20,True
61602001931,"['2644-4917', '2644-4542']",499349,19,Unknown
6201076123,"['2772-6126', '1877-8127']",490104,19,True
6502330160,['2083-4373'],497355,19,True
61301900792,"['2493-8637', '2534-7462']",505134,19,True
62501950447,['0239-426X'],496900,19,Unknown
62301776438,['2534-9228'],502012,19,Unknown
62401962327,['2386-2629'],483651,19,True
61401926562,"['2232-9668', '2232-9684']",488423,19,True
670543175,"['1896-7604', '2353-9852']",501817,19,Unknown
6101739559,['0137-3285'],500274,19,Unknown
643034994,"['2084-6762', '2449-9579']",489620,19,Unknown
6101786713,"['2657-4373', '1506-6541']",496673,19,True
61601482014,"['2387-1814', '1133-1542']",497511,19,True
6702351337,"['2391-940X', '1643-2762']",483343,19,Unknown
61602018156,['1989-4015'],485821,19,Unknown
62501905809,"['2719-7778', '2450-4866']",491032,19,True
61201709866,"['2445-3927', '0211-8653']",491007,19,Unknown
62401848160,['1804-980X'],483824,19,Unknown
61801734796,['1887-3731'],473551,19,True
6802156992,"['2013-2298', '2014-1319']",505014,19,True
61702010281,['0082-044X'],481823,19,Unknown
62601666356,"['2519-058X', '2664-2735']",490516,19,Unknown
6401739322,"['0536-2520', '2464-7063']",498183,19,True
62502010961,"['1221-1273', '2065-3409']",488584,19,True
6102181959,['2392-8441'],490639,19,True
62202075222,['2451-1404'],500365,19,Unknown
6301641372,"['0214-9117', '2174-4025']",488585,19,Unknown
6202452005,['1641-1196'],485981,19,True
62602410481,"['0394-4298', '2385-2720']",497177,19,True
6702351317,"['2391-937X', '0137-3420']",493475,19,Unknown
61201761929,['1899-5942'],503588,19,Unknown
6501172096,"['0350-2112', '2406-1131']",493460,19,True
6302310775,"['2336-3398', '1804-5588']",484812,19,True
62601984607,"['2543-5493', '2543-9820']",494775,19,True
61201236723,['2783-6207'],503551,19,True
61801423668,"['2410-4817', '1561-8927']",493742,19,True
61301992204,"['2707-9597', '2616-6216']",497164,18,True
61101607344,"['2345-184X', '2345-1262']",486063,18,True
61501878440,"['0870-4112', '2183-7139']",490409,18,True
6101086888,['1989-7383'],476649,18,True
62201745283,"['2409-9244', '2521-6252']",493183,18,True
62301484710,['2444-0132'],488856,18,True
6801361787,['2589-7799'],497358,18,Unknown
6201633165,"['1335-0668', '2585-7150']",480712,18,True
62401927808,['2530-9455'],496377,18,Unknown
65043489,"['2336-1654', '1803-6546']",485116,18,Unknown
61902007748,['1647-6336'],488312,18,True
61902009198,"['1645-3530', '1647-8622']",483347,18,True
62201473522,['2450-6435'],496870,18,Unknown
62501250210,"['2344-3693', '1582-2168']",502510,18,True
61501494584,['1454-1521'],501844,18,Unknown
61601872367,"['1847-6376', '1848-7874']",487674,18,True
62601930946,"['2545-3211', '2657-4322']",497036,18,True
61102049933,"['2658-2503', '2084-6045']",486009,18,True
620774851,"['2043-0698', '2043-068X']",477529,18,Unknown
613040744,"['1849-2339', '2459-5160']",488751,18,True
6402148000,"['2604-9155', '2604-6032']",500046,18,True
623058833,"['1734-7513', '2720-3697']",504531,18,Unknown
6902645409,['2300-4754'],486955,18,Unknown
6502223219,"['1697-0381', '2660-504X']",476843,18,Unknown
61302107077,"['2616-5090', '2544-2295']",494792,18,True
6602215392,"['0210-6272', '2660-5880']",501721,18,True
62601609943,['0860-5769'],482531,18,Unknown
6702351373,['2392-0025'],497986,18,Unknown
62403056072,"['1408-2616', '1581-1271']",471331,18,True
6401623722,"['2000-6225', '2000-6217']",481179,18,Unknown
6303121501,"['2392-1749', '1731-6715']",484747,18,True
62501500895,['1844-8836'],484869,18,True
6602215384,"['2660-552X', '2605-4876']",501715,18,True
62501950416,"['2391-5862', '0239-4170']",483971,17,Unknown
62501639207,"['0210-7716', '2253-8291']",481991,17,True
61302120848,['1691-9912'],481328,17,Unknown
617045685,"['1989-8312', '1131-8155']",482881,17,True
61501922791,['0872-4784'],482576,17,Unknown
61401569483,"['2014-6000', '0213-2397']",482024,17,Unknown
6702353732,"['2295-0729', '2295-0710']",492748,17,True
62201473509,['2450-6249'],490934,17,Unknown
62301605015,['1896-8279'],490936,17,Unknown
62501914736,"['1224-8150', '2601-9035']",490016,17,Unknown
61501878467,"['2183-7384', '2184-0644']",494709,17,Unknown
61301711340,['2531-0968'],497032,17,True
6501324341,"['0906-3021', '2596-5425']",450385,17,Unknown
61801112403,['1582-960X'],483289,17,Unknown
660771710,"['2822-7468', '2429-2230']",490365,17,Unknown
6801637744,['2323-5209'],484671,17,True
61901590630,"['2520-6230', '2520-6451']",505139,17,True
62601747003,['2513-8421'],494888,17,True
6702441815,['1805-9112'],487577,17,True
61101312414,['2658-1248'],498019,17,Unknown
62101628176,"['0208-7928', '2544-5804']",483961,17,True
6102435466,"['1406-3859', '2228-3897']",483137,17,Unknown
61801930345,['2195-4909'],502610,17,Unknown
6801061498,['2601-1182'],502158,17,Unknown
62501950481,"['2449-8998', '0239-6858']",482065,17,True
61501123407,"['1582-2486', '2821-8078']",483848,17,True
61201709904,['2445-4109'],498979,17,True
62301977483,"['2444-3565', '0213-2095']",448010,17,Unknown
61101520740,['2532-6848'],493749,17,True
61202444243,['2194-5594'],489888,17,True
680862354,"['2619-9963', '2619-9955']",503349,17,True
6801060266,['2457-9262'],491114,17,True
61701640790,"['2522-9273', '2616-5236']",496697,17,Unknown
6901867186,"['2360-6754', '2559-7671']",491481,17,Unknown
61401081285,"['1848-2325', '0353-765X']",473459,17,Unknown
6601590685,['1134-6396'],482905,17,True
61401938031,['2386-8694'],487227,17,Unknown
6101087016,"['1889-979X', '1989-8452']",493681,17,True
61401679409,"['1338-449X', '1338-4430']",491271,17,Unknown
62401748422,"['2664-6153', '2307-3322']",503365,17,True
61202006980,['2211-2545'],504677,17,True
6803498661,['0201-419X'],499388,17,Unknown
6601851932,['1988-7221'],485769,17,True
6102354769,['2543-6430'],499939,17,Unknown
62301585846,"['2192-0885', '2753-8494']",503331,17,True
6602371642,"['2391-7911', '2084-3550']",486872,17,Unknown
62201981875,['2501-885X'],490972,17,True
62101786975,['1843-5998'],486169,16,Unknown
6901250056,"['1898-0457', '2449-8270']",485232,16,True
62401233368,['2344-2026'],491442,16,True
6301593880,"['1757-2460', '1757-2479']",485262,16,Unknown
61301960204,"['2617-8427', '2616-7654']",500267,16,True
62501438080,"['2246-2945', '2245-599X']",479528,16,True
6302194029,['1855-6302'],477615,16,True
61501854922,"['1138-5596', '2254-6332']",497173,16,True
6602302512,['2410-3594'],505350,16,Unknown
61401847645,['1645-9199'],499489,16,Unknown
